Fecha,VIX_Close,VIX9D_Close,VIX3M_Close,Signo,Cantidad_USD,NAV,Cambio_%,AUM,Open_Interest_All,Dealer_Positions_Long_All,Dealer_Positions_Short_All,Asset_Mgr_Positions_Long_All,Asset_Mgr_Positions_Short_All,Lev_Money_Positions_Long_All,Lev_Money_Positions_Short_All,Pánico_Corto_Plazo,Estructura_VIX_3M
1990-02-20,22.78,,,,,,,,,,,,,,,,
1990-02-21,23.89,,,,,,,,,,,,,,,,
1990-02-22,22.54,,,,,,,,,,,,,,,,
1990-02-23,23.69,,,,,,,,,,,,,,,,
1990-02-26,23.56,,,,,,,,,,,,,,,,
1990-02-27,22.69,,,,,,,,,,,,,,,,
1990-02-28,21.99,,,,,,,,,,,,,,,,
1990-03-01,21.9,,,,,,,,,,,,,,,,
1990-03-02,21.34,,,,,,,,,,,,,,,,
1990-03-05,22.03,,,,,,,,,,,,,,,,
1990-03-06,20.55,,,,,,,,,,,,,,,,
1990-03-07,19.1,,,,,,,,,,,,,,,,
1990-03-08,19.74,,,,,,,,,,,,,,,,
1990-03-09,20.3,,,,,,,,,,,,,,,,
1990-03-12,20.07,,,,,,,,,,,,,,,,
1990-03-13,21.05,,,,,,,,,,,,,,,,
1990-03-14,19.65,,,,,,,,,,,,,,,,
1990-03-15,18.81,,,,,,,,,,,,,,,,
1990-03-16,17.62,,,,,,,,,,,,,,,,
1990-03-19,18.29,,,,,,,,,,,,,,,,
1990-03-20,19.06,,,,,,,,,,,,,,,,
1990-03-21,20.1,,,,,,,,,,,,,,,,
1990-03-22,22.74,,,,,,,,,,,,,,,,
1990-03-23,20.46,,,,,,,,,,,,,,,,
1990-03-26,19.59,,,,,,,,,,,,,,,,
1990-03-27,21.01,,,,,,,,,,,,,,,,
1990-03-28,19.77,,,,,,,,,,,,,,,,
1990-03-29,18.46,,,,,,,,,,,,,,,,
1990-03-30,19.73,,,,,,,,,,,,,,,,
1990-04-02,22.84,,,,,,,,,,,,,,,,
1990-04-03,20.44,,,,,,,,,,,,,,,,
1990-04-04,22.03,,,,,,,,,,,,,,,,
1990-04-05,21.21,,,,,,,,,,,,,,,,
1990-04-06,21.76,,,,,,,,,,,,,,,,
1990-04-09,22.3,,,,,,,,,,,,,,,,
1990-04-10,21.69,,,,,,,,,,,,,,,,
1990-04-11,17.73,,,,,,,,,,,,,,,,
1990-04-12,19.8,,,,,,,,,,,,,,,,
1990-04-16,20.75,,,,,,,,,,,,,,,,
1990-04-17,20.38,,,,,,,,,,,,,,,,
1990-04-18,22.67,,,,,,,,,,,,,,,,
1990-04-19,22.46,,,,,,,,,,,,,,,,
1990-04-20,23.33,,,,,,,,,,,,,,,,
1990-04-23,24.16,,,,,,,,,,,,,,,,
1990-04-24,21.7,,,,,,,,,,,,,,,,
1990-04-25,20.86,,,,,,,,,,,,,,,,
1990-04-26,20.25,,,,,,,,,,,,,,,,
1990-04-27,22.19,,,,,,,,,,,,,,,,
1990-04-30,19.52,,,,,,,,,,,,,,,,
1990-05-01,18.43,,,,,,,,,,,,,,,,
1990-05-02,19.32,,,,,,,,,,,,,,,,
1990-05-03,17.81,,,,,,,,,,,,,,,,
1990-05-04,17.28,,,,,,,,,,,,,,,,
1990-05-07,17.65,,,,,,,,,,,,,,,,
1990-05-08,18.49,,,,,,,,,,,,,,,,
1990-05-09,18.64,,,,,,,,,,,,,,,,
1990-05-10,18.59,,,,,,,,,,,,,,,,
1990-05-11,19.81,,,,,,,,,,,,,,,,
1990-05-14,20.14,,,,,,,,,,,,,,,,
1990-05-15,19.49,,,,,,,,,,,,,,,,
1990-05-16,17.71,,,,,,,,,,,,,,,,
1990-05-17,17.27,,,,,,,,,,,,,,,,
1990-05-18,17.2,,,,,,,,,,,,,,,,
1990-05-21,16.72,,,,,,,,,,,,,,,,
1990-05-22,17.84,,,,,,,,,,,,,,,,
1990-05-23,17.18,,,,,,,,,,,,,,,,
1990-05-24,17.7,,,,,,,,,,,,,,,,
1990-05-25,17.32,,,,,,,,,,,,,,,,
1990-05-29,18.75,,,,,,,,,,,,,,,,
1990-05-30,17.44,,,,,,,,,,,,,,,,
1990-05-31,17.37,,,,,,,,,,,,,,,,
1990-06-01,17.09,,,,,,,,,,,,,,,,
1990-06-04,18.39,,,,,,,,,,,,,,,,
1990-06-05,18.97,,,,,,,,,,,,,,,,
1990-06-06,17.42,,,,,,,,,,,,,,,,
1990-06-07,16.88,,,,,,,,,,,,,,,,
1990-06-08,17.58,,,,,,,,,,,,,,,,
1990-06-11,16.34,,,,,,,,,,,,,,,,
1990-06-12,16.6,,,,,,,,,,,,,,,,
1990-06-13,17.38,,,,,,,,,,,,,,,,
1990-06-14,17.4,,,,,,,,,,,,,,,,
1990-06-15,15.9,,,,,,,,,,,,,,,,
1990-06-18,17.71,,,,,,,,,,,,,,,,
1990-06-19,15.23,,,,,,,,,,,,,,,,
1990-06-20,15.27,,,,,,,,,,,,,,,,
1990-06-21,14.72,,,,,,,,,,,,,,,,
1990-06-22,19.36,,,,,,,,,,,,,,,,
1990-06-25,17.06,,,,,,,,,,,,,,,,
1990-06-26,16.29,,,,,,,,,,,,,,,,
1990-06-27,16.0,,,,,,,,,,,,,,,,
1990-06-28,16.18,,,,,,,,,,,,,,,,
1990-06-29,15.5,,,,,,,,,,,,,,,,
1990-07-02,16.26,,,,,,,,,,,,,,,,
1990-07-03,16.11,,,,,,,,,,,,,,,,
1990-07-05,17.25,,,,,,,,,,,,,,,,
1990-07-06,16.41,,,,,,,,,,,,,,,,
1990-07-09,16.66,,,,,,,,,,,,,,,,
1990-07-10,16.92,,,,,,,,,,,,,,,,
1990-07-11,16.68,,,,,,,,,,,,,,,,
1990-07-12,17.06,,,,,,,,,,,,,,,,
1990-07-13,17.09,,,,,,,,,,,,,,,,
1990-07-16,16.75,,,,,,,,,,,,,,,,
1990-07-17,16.66,,,,,,,,,,,,,,,,
1990-07-18,18.9,,,,,,,,,,,,,,,,
1990-07-19,18.56,,,,,,,,,,,,,,,,
1990-07-20,15.63,,,,,,,,,,,,,,,,
1990-07-23,23.68,,,,,,,,,,,,,,,,
1990-07-24,21.79,,,,,,,,,,,,,,,,
1990-07-25,20.19,,,,,,,,,,,,,,,,
1990-07-26,20.26,,,,,,,,,,,,,,,,
1990-07-27,21.12,,,,,,,,,,,,,,,,
1990-07-30,21.16,,,,,,,,,,,,,,,,
1990-07-31,21.11,,,,,,,,,,,,,,,,
1990-08-01,21.64,,,,,,,,,,,,,,,,
1990-08-02,20.43,,,,,,,,,,,,,,,,
1990-08-03,28.74,,,,,,,,,,,,,,,,
1990-08-06,35.91,,,,,,,,,,,,,,,,
1990-08-07,32.75,,,,,,,,,,,,,,,,
1990-08-08,28.27,,,,,,,,,,,,,,,,
1990-08-09,24.39,,,,,,,,,,,,,,,,
1990-08-10,25.75,,,,,,,,,,,,,,,,
1990-08-13,25.74,,,,,,,,,,,,,,,,
1990-08-14,24.18,,,,,,,,,,,,,,,,
1990-08-15,23.31,,,,,,,,,,,,,,,,
1990-08-16,27.16,,,,,,,,,,,,,,,,
1990-08-17,27.53,,,,,,,,,,,,,,,,
1990-08-20,26.46,,,,,,,,,,,,,,,,
1990-08-21,28.9,,,,,,,,,,,,,,,,
1990-08-22,30.55,,,,,,,,,,,,,,,,
1990-08-23,36.47,,,,,,,,,,,,,,,,
1990-08-24,33.93,,,,,,,,,,,,,,,,
1990-08-27,29.63,,,,,,,,,,,,,,,,
1990-08-28,29.12,,,,,,,,,,,,,,,,
1990-08-29,27.38,,,,,,,,,,,,,,,,
1990-08-30,29.89,,,,,,,,,,,,,,,,
1990-08-31,29.9,,,,,,,,,,,,,,,,
1990-09-04,29.58,,,,,,,,,,,,,,,,
1990-09-05,28.52,,,,,,,,,,,,,,,,
1990-09-06,30.19,,,,,,,,,,,,,,,,
1990-09-07,28.73,,,,,,,,,,,,,,,,
1990-09-10,29.34,,,,,,,,,,,,,,,,
1990-09-11,28.38,,,,,,,,,,,,,,,,
1990-09-12,28.12,,,,,,,,,,,,,,,,
1990-09-13,29.33,,,,,,,,,,,,,,,,
1990-09-14,30.56,,,,,,,,,,,,,,,,
1990-09-17,29.55,,,,,,,,,,,,,,,,
1990-09-18,28.82,,,,,,,,,,,,,,,,
1990-09-19,27.88,,,,,,,,,,,,,,,,
1990-09-20,28.66,,,,,,,,,,,,,,,,
1990-09-21,30.04,,,,,,,,,,,,,,,,
1990-09-24,30.56,,,,,,,,,,,,,,,,
1990-09-25,28.81,,,,,,,,,,,,,,,,
1990-09-26,28.19,,,,,,,,,,,,,,,,
1990-09-27,28.67,,,,,,,,,,,,,,,,
1990-09-28,29.11,,,,,,,,,,,,,,,,
1990-10-01,28.06,,,,,,,,,,,,,,,,
1990-10-02,27.28,,,,,,,,,,,,,,,,
1990-10-03,27.9,,,,,,,,,,,,,,,,
1990-10-04,27.51,,,,,,,,,,,,,,,,
1990-10-05,27.85,,,,,,,,,,,,,,,,
1990-10-08,28.04,,,,,,,,,,,,,,,,
1990-10-09,30.71,,,,,,,,,,,,,,,,
1990-10-10,31.19,,,,,,,,,,,,,,,,
1990-10-11,33.98,,,,,,,,,,,,,,,,
1990-10-12,31.94,,,,,,,,,,,,,,,,
1990-10-15,31.64,,,,,,,,,,,,,,,,
1990-10-16,31.45,,,,,,,,,,,,,,,,
1990-10-17,31.37,,,,,,,,,,,,,,,,
1990-10-18,29.6,,,,,,,,,,,,,,,,
1990-10-19,27.86,,,,,,,,,,,,,,,,
1990-10-22,27.27,,,,,,,,,,,,,,,,
1990-10-23,27.57,,,,,,,,,,,,,,,,
1990-10-24,28.28,,,,,,,,,,,,,,,,
1990-10-25,29.04,,,,,,,,,,,,,,,,
1990-10-26,30.75,,,,,,,,,,,,,,,,
1990-10-29,31.54,,,,,,,,,,,,,,,,
1990-10-30,30.52,,,,,,,,,,,,,,,,
1990-10-31,30.04,,,,,,,,,,,,,,,,
1990-11-01,30.25,,,,,,,,,,,,,,,,
1990-11-02,30.03,,,,,,,,,,,,,,,,
1990-11-05,29.85,,,,,,,,,,,,,,,,
1990-11-06,29.11,,,,,,,,,,,,,,,,
1990-11-07,30.87,,,,,,,,,,,,,,,,
1990-11-08,30.79,,,,,,,,,,,,,,,,
1990-11-09,26.96,,,,,,,,,,,,,,,,
1990-11-12,25.6,,,,,,,,,,,,,,,,
1990-11-13,24.58,,,,,,,,,,,,,,,,
1990-11-14,22.89,,,,,,,,,,,,,,,,
1990-11-15,22.57,,,,,,,,,,,,,,,,
1990-11-16,21.34,,,,,,,,,,,,,,,,
1990-11-19,20.95,,,,,,,,,,,,,,,,
1990-11-20,20.09,,,,,,,,,,,,,,,,
1990-11-21,21.09,,,,,,,,,,,,,,,,
1990-11-23,20.98,,,,,,,,,,,,,,,,
1990-11-26,22.76,,,,,,,,,,,,,,,,
1990-11-27,22.86,,,,,,,,,,,,,,,,
1990-11-28,22.96,,,,,,,,,,,,,,,,
1990-11-29,23.91,,,,,,,,,,,,,,,,
1990-11-30,22.16,,,,,,,,,,,,,,,,
1990-12-03,22.29,,,,,,,,,,,,,,,,
1990-12-04,22.03,,,,,,,,,,,,,,,,
1990-12-05,20.94,,,,,,,,,,,,,,,,
1990-12-06,22.62,,,,,,,,,,,,,,,,
1990-12-07,22.59,,,,,,,,,,,,,,,,
1990-12-10,23.58,,,,,,,,,,,,,,,,
1990-12-11,23.75,,,,,,,,,,,,,,,,
1990-12-12,21.28,,,,,,,,,,,,,,,,
1990-12-13,23.05,,,,,,,,,,,,,,,,
1990-12-14,23.85,,,,,,,,,,,,,,,,
1990-12-17,24.85,,,,,,,,,,,,,,,,
1990-12-18,23.11,,,,,,,,,,,,,,,,
1990-12-19,23.08,,,,,,,,,,,,,,,,
1990-12-20,23.13,,,,,,,,,,,,,,,,
1990-12-21,22.66,,,,,,,,,,,,,,,,
1990-12-24,24.03,,,,,,,,,,,,,,,,
1990-12-26,24.18,,,,,,,,,,,,,,,,
1990-12-27,24.81,,,,,,,,,,,,,,,,
1990-12-28,25.05,,,,,,,,,,,,,,,,
1990-12-31,26.38,,,,,,,,,,,,,,,,
1991-01-02,26.62,,,,,,,,,,,,,,,,
1991-01-03,27.93,,,,,,,,,,,,,,,,
1991-01-04,27.19,,,,,,,,,,,,,,,,
1991-01-07,28.95,,,,,,,,,,,,,,,,
1991-01-08,30.38,,,,,,,,,,,,,,,,
1991-01-09,33.3,,,,,,,,,,,,,,,,
1991-01-10,31.33,,,,,,,,,,,,,,,,
1991-01-11,32.63,,,,,,,,,,,,,,,,
1991-01-14,36.2,,,,,,,,,,,,,,,,
1991-01-15,36.16,,,,,,,,,,,,,,,,
1991-01-16,33.2,,,,,,,,,,,,,,,,
1991-01-17,27.45,,,,,,,,,,,,,,,,
1991-01-18,25.39,,,,,,,,,,,,,,,,
1991-01-21,24.33,,,,,,,,,,,,,,,,
1991-01-22,24.9,,,,,,,,,,,,,,,,
1991-01-23,23.92,,,,,,,,,,,,,,,,
1991-01-24,22.86,,,,,,,,,,,,,,,,
1991-01-25,22.2,,,,,,,,,,,,,,,,
1991-01-28,23.05,,,,,,,,,,,,,,,,
1991-01-29,23.17,,,,,,,,,,,,,,,,
1991-01-30,21.37,,,,,,,,,,,,,,,,
1991-01-31,20.91,,,,,,,,,,,,,,,,
1991-02-01,21.04,,,,,,,,,,,,,,,,
1991-02-04,21.86,,,,,,,,,,,,,,,,
1991-02-05,21.46,,,,,,,,,,,,,,,,
1991-02-06,22.68,,,,,,,,,,,,,,,,
1991-02-07,23.6,,,,,,,,,,,,,,,,
1991-02-08,23.38,,,,,,,,,,,,,,,,
1991-02-11,22.56,,,,,,,,,,,,,,,,
1991-02-12,22.26,,,,,,,,,,,,,,,,
1991-02-13,20.86,,,,,,,,,,,,,,,,
1991-02-14,21.48,,,,,,,,,,,,,,,,
1991-02-15,19.57,,,,,,,,,,,,,,,,
1991-02-19,19.84,,,,,,,,,,,,,,,,
1991-02-20,22.26,,,,,,,,,,,,,,,,
1991-02-21,20.78,,,,,,,,,,,,,,,,
1991-02-22,21.01,,,,,,,,,,,,,,,,
1991-02-25,22.86,,,,,,,,,,,,,,,,
1991-02-26,20.38,,,,,,,,,,,,,,,,
1991-02-27,21.26,,,,,,,,,,,,,,,,
1991-02-28,21.23,,,,,,,,,,,,,,,,
1991-03-04,20.86,,,,,,,,,,,,,,,,
1991-03-05,20.45,,,,,,,,,,,,,,,,
1991-03-06,20.55,,,,,,,,,,,,,,,,
1991-03-07,21.05,,,,,,,,,,,,,,,,
1991-03-08,20.81,,,,,,,,,,,,,,,,
1991-03-11,20.88,,,,,,,,,,,,,,,,
1991-03-12,18.82,,,,,,,,,,,,,,,,
1991-03-13,16.09,,,,,,,,,,,,,,,,
1991-03-14,14.94,,,,,,,,,,,,,,,,
1991-03-15,14.9,,,,,,,,,,,,,,,,
1991-03-18,15.79,,,,,,,,,,,,,,,,
1991-03-19,16.11,,,,,,,,,,,,,,,,
1991-03-20,16.04,,,,,,,,,,,,,,,,
1991-03-21,16.86,,,,,,,,,,,,,,,,
1991-03-22,16.49,,,,,,,,,,,,,,,,
1991-03-25,16.76,,,,,,,,,,,,,,,,
1991-03-26,16.31,,,,,,,,,,,,,,,,
1991-03-27,16.55,,,,,,,,,,,,,,,,
1991-03-28,16.88,,,,,,,,,,,,,,,,
1991-04-01,17.42,,,,,,,,,,,,,,,,
1991-04-02,17.4,,,,,,,,,,,,,,,,
1991-04-03,17.61,,,,,,,,,,,,,,,,
1991-04-04,18.01,,,,,,,,,,,,,,,,
1991-04-05,17.63,,,,,,,,,,,,,,,,
1991-04-08,17.41,,,,,,,,,,,,,,,,
1991-04-09,20.12,,,,,,,,,,,,,,,,
1991-04-10,19.73,,,,,,,,,,,,,,,,
1991-04-11,17.24,,,,,,,,,,,,,,,,
1991-04-12,18.45,,,,,,,,,,,,,,,,
1991-04-15,16.5,,,,,,,,,,,,,,,,
1991-04-16,15.82,,,,,,,,,,,,,,,,
1991-04-17,15.47,,,,,,,,,,,,,,,,
1991-04-18,16.26,,,,,,,,,,,,,,,,
1991-04-19,15.68,,,,,,,,,,,,,,,,
1991-04-22,16.78,,,,,,,,,,,,,,,,
1991-04-23,17.02,,,,,,,,,,,,,,,,
1991-04-24,16.72,,,,,,,,,,,,,,,,
1991-04-25,17.15,,,,,,,,,,,,,,,,
1991-04-26,17.27,,,,,,,,,,,,,,,,
1991-04-29,18.27,,,,,,,,,,,,,,,,
1991-04-30,18.24,,,,,,,,,,,,,,,,
1991-05-01,17.77,,,,,,,,,,,,,,,,
1991-05-02,17.52,,,,,,,,,,,,,,,,
1991-05-03,17.24,,,,,,,,,,,,,,,,
1991-05-06,17.92,,,,,,,,,,,,,,,,
1991-05-07,17.46,,,,,,,,,,,,,,,,
1991-05-08,17.78,,,,,,,,,,,,,,,,
1991-05-09,17.17,,,,,,,,,,,,,,,,
1991-05-10,17.54,,,,,,,,,,,,,,,,
1991-05-13,17.66,,,,,,,,,,,,,,,,
1991-05-14,18.0,,,,,,,,,,,,,,,,
1991-05-15,18.38,,,,,,,,,,,,,,,,
1991-05-16,17.24,,,,,,,,,,,,,,,,
1991-05-17,16.64,,,,,,,,,,,,,,,,
1991-05-20,17.1,,,,,,,,,,,,,,,,
1991-05-21,16.07,,,,,,,,,,,,,,,,
1991-05-22,16.16,,,,,,,,,,,,,,,,
1991-05-23,16.11,,,,,,,,,,,,,,,,
1991-05-24,15.23,,,,,,,,,,,,,,,,
1991-05-28,15.67,,,,,,,,,,,,,,,,
1991-05-29,15.9,,,,,,,,,,,,,,,,
1991-05-30,16.02,,,,,,,,,,,,,,,,
1991-05-31,15.93,,,,,,,,,,,,,,,,
1991-06-03,16.87,,,,,,,,,,,,,,,,
1991-06-04,16.17,,,,,,,,,,,,,,,,
1991-06-05,16.4,,,,,,,,,,,,,,,,
1991-06-06,16.93,,,,,,,,,,,,,,,,
1991-06-07,16.98,,,,,,,,,,,,,,,,
1991-06-10,17.47,,,,,,,,,,,,,,,,
1991-06-11,17.32,,,,,,,,,,,,,,,,
1991-06-12,17.72,,,,,,,,,,,,,,,,
1991-06-13,16.99,,,,,,,,,,,,,,,,
1991-06-14,15.98,,,,,,,,,,,,,,,,
1991-06-17,15.5,,,,,,,,,,,,,,,,
1991-06-18,16.14,,,,,,,,,,,,,,,,
1991-06-19,17.44,,,,,,,,,,,,,,,,
1991-06-20,16.75,,,,,,,,,,,,,,,,
1991-06-21,16.51,,,,,,,,,,,,,,,,
1991-06-24,18.28,,,,,,,,,,,,,,,,
1991-06-25,17.85,,,,,,,,,,,,,,,,
1991-06-26,17.98,,,,,,,,,,,,,,,,
1991-06-27,17.87,,,,,,,,,,,,,,,,
1991-06-28,19.55,,,,,,,,,,,,,,,,
1991-07-01,18.64,,,,,,,,,,,,,,,,
1991-07-02,17.63,,,,,,,,,,,,,,,,
1991-07-03,19.47,,,,,,,,,,,,,,,,
1991-07-05,18.35,,,,,,,,,,,,,,,,
1991-07-08,20.29,,,,,,,,,,,,,,,,
1991-07-09,19.76,,,,,,,,,,,,,,,,
1991-07-10,19.19,,,,,,,,,,,,,,,,
1991-07-11,17.39,,,,,,,,,,,,,,,,
1991-07-12,18.29,,,,,,,,,,,,,,,,
1991-07-15,17.78,,,,,,,,,,,,,,,,
1991-07-16,17.49,,,,,,,,,,,,,,,,
1991-07-17,17.52,,,,,,,,,,,,,,,,
1991-07-18,15.77,,,,,,,,,,,,,,,,
1991-07-19,15.5,,,,,,,,,,,,,,,,
1991-07-22,16.9,,,,,,,,,,,,,,,,
1991-07-23,16.58,,,,,,,,,,,,,,,,
1991-07-24,16.41,,,,,,,,,,,,,,,,
1991-07-25,15.74,,,,,,,,,,,,,,,,
1991-07-26,15.45,,,,,,,,,,,,,,,,
1991-07-29,15.67,,,,,,,,,,,,,,,,
1991-07-30,15.47,,,,,,,,,,,,,,,,
1991-07-31,15.18,,,,,,,,,,,,,,,,
1991-08-01,15.47,,,,,,,,,,,,,,,,
1991-08-02,15.26,,,,,,,,,,,,,,,,
1991-08-05,15.92,,,,,,,,,,,,,,,,
1991-08-06,15.54,,,,,,,,,,,,,,,,
1991-08-07,15.56,,,,,,,,,,,,,,,,
1991-08-08,15.98,,,,,,,,,,,,,,,,
1991-08-09,15.45,,,,,,,,,,,,,,,,
1991-08-12,15.26,,,,,,,,,,,,,,,,
1991-08-13,14.73,,,,,,,,,,,,,,,,
1991-08-14,15.09,,,,,,,,,,,,,,,,
1991-08-15,15.19,,,,,,,,,,,,,,,,
1991-08-16,16.01,,,,,,,,,,,,,,,,
1991-08-19,21.19,,,,,,,,,,,,,,,,
1991-08-20,18.86,,,,,,,,,,,,,,,,
1991-08-21,15.62,,,,,,,,,,,,,,,,
1991-08-22,14.59,,,,,,,,,,,,,,,,
1991-08-23,14.41,,,,,,,,,,,,,,,,
1991-08-26,14.81,,,,,,,,,,,,,,,,
1991-08-27,15.46,,,,,,,,,,,,,,,,
1991-08-28,15.31,,,,,,,,,,,,,,,,
1991-08-29,14.82,,,,,,,,,,,,,,,,
1991-08-30,14.46,,,,,,,,,,,,,,,,
1991-09-03,16.57,,,,,,,,,,,,,,,,
1991-09-04,17.18,,,,,,,,,,,,,,,,
1991-09-05,17.31,,,,,,,,,,,,,,,,
1991-09-06,16.76,,,,,,,,,,,,,,,,
1991-09-09,17.73,,,,,,,,,,,,,,,,
1991-09-10,18.22,,,,,,,,,,,,,,,,
1991-09-11,17.96,,,,,,,,,,,,,,,,
1991-09-12,16.21,,,,,,,,,,,,,,,,
1991-09-13,17.88,,,,,,,,,,,,,,,,
1991-09-16,17.82,,,,,,,,,,,,,,,,
1991-09-17,17.68,,,,,,,,,,,,,,,,
1991-09-18,17.56,,,,,,,,,,,,,,,,
1991-09-19,17.56,,,,,,,,,,,,,,,,
1991-09-20,17.08,,,,,,,,,,,,,,,,
1991-09-23,16.38,,,,,,,,,,,,,,,,
1991-09-24,16.04,,,,,,,,,,,,,,,,
1991-09-25,15.68,,,,,,,,,,,,,,,,
1991-09-26,15.35,,,,,,,,,,,,,,,,
1991-09-27,16.31,,,,,,,,,,,,,,,,
1991-09-30,15.85,,,,,,,,,,,,,,,,
1991-10-01,14.81,,,,,,,,,,,,,,,,
1991-10-02,15.81,,,,,,,,,,,,,,,,
1991-10-03,17.04,,,,,,,,,,,,,,,,
1991-10-04,15.63,,,,,,,,,,,,,,,,
1991-10-07,18.58,,,,,,,,,,,,,,,,
1991-10-08,17.81,,,,,,,,,,,,,,,,
1991-10-09,18.54,,,,,,,,,,,,,,,,
1991-10-10,17.8,,,,,,,,,,,,,,,,
1991-10-11,17.6,,,,,,,,,,,,,,,,
1991-10-14,16.71,,,,,,,,,,,,,,,,
1991-10-15,16.22,,,,,,,,,,,,,,,,
1991-10-16,14.85,,,,,,,,,,,,,,,,
1991-10-17,16.32,,,,,,,,,,,,,,,,
1991-10-18,15.87,,,,,,,,,,,,,,,,
1991-10-21,16.66,,,,,,,,,,,,,,,,
1991-10-22,16.55,,,,,,,,,,,,,,,,
1991-10-23,16.26,,,,,,,,,,,,,,,,
1991-10-24,15.62,,,,,,,,,,,,,,,,
1991-10-25,15.75,,,,,,,,,,,,,,,,
1991-10-28,15.45,,,,,,,,,,,,,,,,
1991-10-29,15.55,,,,,,,,,,,,,,,,
1991-10-30,15.46,,,,,,,,,,,,,,,,
1991-10-31,15.48,,,,,,,,,,,,,,,,
1991-11-01,15.6,,,,,,,,,,,,,,,,
1991-11-04,16.35,,,,,,,,,,,,,,,,
1991-11-05,16.48,,,,,,,,,,,,,,,,
1991-11-06,16.47,,,,,,,,,,,,,,,,
1991-11-07,15.97,,,,,,,,,,,,,,,,
1991-11-08,15.43,,,,,,,,,,,,,,,,
1991-11-11,14.89,,,,,,,,,,,,,,,,
1991-11-12,14.04,,,,,,,,,,,,,,,,
1991-11-13,13.95,,,,,,,,,,,,,,,,
1991-11-14,13.96,,,,,,,,,,,,,,,,
1991-11-15,21.18,,,,,,,,,,,,,,,,
1991-11-18,18.28,,,,,,,,,,,,,,,,
1991-11-19,20.34,,,,,,,,,,,,,,,,
1991-11-20,20.4,,,,,,,,,,,,,,,,
1991-11-21,19.11,,,,,,,,,,,,,,,,
1991-11-22,21.2,,,,,,,,,,,,,,,,
1991-11-25,21.92,,,,,,,,,,,,,,,,
1991-11-26,19.8,,,,,,,,,,,,,,,,
1991-11-27,19.84,,,,,,,,,,,,,,,,
1991-11-29,20.26,,,,,,,,,,,,,,,,
1991-12-02,20.18,,,,,,,,,,,,,,,,
1991-12-03,19.7,,,,,,,,,,,,,,,,
1991-12-04,19.54,,,,,,,,,,,,,,,,
1991-12-05,20.19,,,,,,,,,,,,,,,,
1991-12-06,19.04,,,,,,,,,,,,,,,,
1991-12-09,19.74,,,,,,,,,,,,,,,,
1991-12-10,19.89,,,,,,,,,,,,,,,,
1991-12-11,20.57,,,,,,,,,,,,,,,,
1991-12-12,19.08,,,,,,,,,,,,,,,,
1991-12-13,17.88,,,,,,,,,,,,,,,,
1991-12-16,17.62,,,,,,,,,,,,,,,,
1991-12-17,18.12,,,,,,,,,,,,,,,,
1991-12-18,17.78,,,,,,,,,,,,,,,,
1991-12-19,17.96,,,,,,,,,,,,,,,,
1991-12-20,17.65,,,,,,,,,,,,,,,,
1991-12-23,16.61,,,,,,,,,,,,,,,,
1991-12-24,15.67,,,,,,,,,,,,,,,,
1991-12-26,15.44,,,,,,,,,,,,,,,,
1991-12-27,15.7,,,,,,,,,,,,,,,,
1991-12-30,17.63,,,,,,,,,,,,,,,,
